neuron_index,beta_state0,beta_state1,beta_state2
0.0,-0.09705499811277506,0.21864263229633854,-0.12158763418356469
1.0,-0.049845353135482204,-0.19513440951644603,0.24497976265192833
2.0,-0.1915389158672275,-0.6321319898835964,0.8236709057508218
3.0,0.24428893905992527,0.5140635845306283,-0.7583525235905535
4.0,-0.1893946941378956,0.24523368833987794,-0.055838994201983565
5.0,0.10820042484044849,0.6438103891340674,-0.7520108139745125
6.0,-0.047821197594201705,0.37583932740746206,-0.32801812981326195
7.0,0.05767792667041531,0.47736522800571646,-0.5350431546761342
8.0,-0.0023104754613644885,0.023629658153076237,-0.021319182691711493
9.0,-0.03403763317708175,0.3739906735884779,-0.3399530404113962
10.0,0.38777120647237895,-0.8352844160658325,0.44751320959345303
11.0,-0.4410341602203364,0.5281309832005102,-0.08709682298017365
12.0,-0.24664053382507845,-0.3861794588159718,0.6328199926410465
13.0,0.033752739204600174,-0.1281412034820838,0.0943884642774819
14.0,-0.20395583041772122,0.22154678570171082,-0.017590955283991877
15.0,0.1642426061424168,-0.33779120337049967,0.17354859722808355
16.0,-0.11216285370824991,0.011005225301943887,0.10115762840630603
17.0,-0.30177156309468794,-0.15425859251208413,0.45603015560677307
18.0,-0.011822302857226265,0.03400468526995845,-0.02218238241273087
19.0,-0.04413075208737908,-0.2728339972109912,0.3169647492983726
20.0,0.08243857866692512,0.0974677266434922,-0.17990630531041651
21.0,0.05716077786200954,-0.2290931011337378,0.17193232327172736
22.0,0.12780300843958461,0.022717659266674396,-0.1505206677062583
23.0,0.1741384099764439,-0.13200501441996682,-0.042133395556476445
24.0,-0.3882061558041797,0.6104151787927965,-0.22220902298861844
25.0,0.12648279048980798,-0.4922184993100645,0.36573570882025863
26.0,0.16680635599587942,-0.022454738193629198,-0.14435161780224803
27.0,-0.11378147722744834,-0.15151074331955325,0.26529222054700136
28.0,-0.009235110609198054,0.16192359417168267,-0.15268848356248368
29.0,0.11634693407323392,-0.2143410257435576,0.0979940916703237
30.0,0.17883402288532935,-0.9763990542321858,0.7975650313468582
31.0,0.20477782146407592,-0.47869948441279314,0.2739216629487188
32.0,-0.10025179850837827,0.5288733690284361,-0.42862157052005606
33.0,-0.21013967979615325,-0.26284013972763753,0.47297981952378837
34.0,0.37095222921226306,-0.03856200419203156,-0.3323902250202296
35.0,-0.12457990890438365,0.49336463204162906,-0.3687847231372477
36.0,0.0937222841781286,-0.566400270204725,0.4726779860266012
37.0,-0.075908974907355,-0.15228576704223662,0.2281947419495898
38.0,0.17303061551603405,-0.20961026267900876,0.0365796471629744
39.0,-0.08788495619772439,0.07541430008691276,0.012470656110811142
40.0,-0.10266529168216398,0.02435866344494574,0.07830662823721855
41.0,-0.2428168538100208,0.4048390341216769,-0.1620221803116567
42.0,-0.03511607121505004,-0.18336346426129396,0.21847953547634488
43.0,-0.13327446079847763,-0.1482678112857664,0.28154227208424215
44.0,0.2557335663173628,-0.6967374407690747,0.4410038744517174
45.0,0.0040844652102993585,-0.014387357376658447,0.010302892166359278
46.0,-0.11580160112203669,0.284705825352626,-0.16890422423059168
47.0,0.2527140492220454,-0.14405866478490376,-0.10865538443714326
48.0,0.04052580334980346,-0.027917457771239298,-0.012608345578563725
49.0,-0.14179463339423523,-0.12951876087591338,0.27131339427014856
50.0,-0.42617416577187894,0.5681805791489768,-0.1420064133770999
51.0,-0.2631755725873193,-0.17288999742619943,0.43606557001351715
52.0,-0.12186508813162406,-0.19676584539651398,0.3186309335281342
53.0,0.0009380781314416587,0.3026004228102171,-0.3035385009416575
54.0,0.39208655221667443,0.022819143055993134,-0.4149056952726676
55.0,-0.019820441049639825,-0.0434999293383664,0.06332037038800852
56.0,0.09227793514243583,0.17839497273974797,-0.2706729078821825
57.0,-0.09568093412345631,-0.49602022887642566,0.5917011629998834
58.0,0.06990511603814846,-0.298222774071238,0.22831765803309056
59.0,-0.03412329191336008,0.22239803672567449,-0.18827474481231413
60.0,-0.21769526937477182,0.0796026971273542,0.1380925722474163
61.0,0.3487266496758332,-0.08351660282461547,-0.26521004685121596
62.0,-0.05905620582007222,-0.579302012077876,0.6383582178979489
63.0,0.1453140606854882,0.20399773321890333,-0.34931179390439193
64.0,-0.034849046713513125,-0.8836760049536521,0.9185250516671636
65.0,-0.14317532421157766,-0.2005820156624184,0.34375733987399887
66.0,-0.16914982418015748,0.1423108941628651,0.02683893001729212
67.0,0.16838083725158942,0.2965926199881303,-0.46497345723971967
68.0,-0.12537425000728084,0.07235750517939483,0.05301674482788396
69.0,-0.09559207837455956,0.7374871925282485,-0.6418951141536862
70.0,0.030521540791914402,0.25738142054123686,-0.28790296133315174
71.0,-0.013620779421749392,-0.06713647248482602,0.08075725190657522
72.0,0.20304839161980168,0.12535209532252015,-0.328400486942324
73.0,0.027698375080988585,-0.08745481165323944,0.05975643657225093
74.0,0.003965337728515238,0.6821714685745687,-0.6861368063030833
75.0,0.06404216592490687,-0.21071111240224732,0.14666894647734077
76.0,0.10895660480810906,0.008834797616737337,-0.11779140242484673
77.0,0.03079733948482721,-0.27608083774454595,0.24528349825972204
78.0,-0.10164576733802173,-0.05363839240004916,0.15528415973807153
79.0,0.02931970688041632,-0.35621615667120793,0.3268964497907929
80.0,0.19353051360497409,0.2828739419681111,-0.4764044555730863
81.0,0.36169524437862305,-0.20506518131857407,-0.1566300630600481
82.0,0.0610013304317668,1.0674511644487967,-1.1284524948805612
83.0,0.04264941807012008,-0.1547468783759408,0.11209746030582138
84.0,-0.4278779231145001,-0.04119419791155539,0.4690721210260574
85.0,0.0256195446306266,0.1784125116805871,-0.20403205631121443
86.0,0.3079215953400403,0.05341543965733144,-0.36133703499736936
87.0,0.060890440633164844,-0.20908281768943385,0.14819237705626778
88.0,0.2170644311982508,0.09296093381313278,-0.31002536501138245
89.0,0.033540155156340144,-0.5894037571871098,0.5558636020307692
90.0,-0.1612736337151449,-0.08525587116705957,0.2465295048822036
91.0,-0.09939846470852723,-0.29226465233921517,0.3916631170477433
92.0,0.04660791361069005,0.026426671828692114,-0.07303458543938146
93.0,-0.20479569186860158,-0.13487369330901242,0.339669385177615
94.0,-0.07241354878219769,0.014899676989661435,0.05751387179253692
95.0,0.003969139453055326,0.34896173016712256,-0.3529308696201762
96.0,-0.3541822778025449,0.22002705059136646,0.1341552272111755
97.0,-0.21693261717281329,0.2814843574055992,-0.06455174023278627
98.0,-0.05430759467049801,0.26861015095788887,-0.2143025562873904
99.0,0.24231452358504466,-0.028596763824230428,-0.21371775976081145
100.0,0.17040904792255876,-0.3586843168866324,0.1882752689640728
101.0,0.1974440320715128,-0.24231888106102123,0.044874848989509976
102.0,0.04089644892823141,-0.03927795299455788,-0.0016184959336738864
103.0,-0.06149554383079512,-0.2644927580619931,0.3259883018927862
104.0,0.08603148605242167,-0.4544164575651473,0.3683849715127279
105.0,0.03700830982143885,0.4137238528569985,-0.45073216267843763
106.0,0.06972481288020449,0.3760621400966791,-0.44578695297688176
107.0,0.09153862288715767,0.5384653763184581,-0.6300039992056109
108.0,0.060419144094233254,0.01677568379630371,-0.077194827890537
109.0,0.05205721453950883,-0.1082361724435507,0.05617895790404244
110.0,-0.002880686294118898,0.22855427260713304,-0.2256735863130139
111.0,0.0633173528773502,0.21669055766077983,-0.280007910538129
112.0,-0.04537679194233492,-1.0453444433592853,1.090721235301627
113.0,-0.03839142894313869,0.5048540496165415,-0.46646262067340427
114.0,0.101889000898844,-0.09399522385254676,-0.00789377704629594
115.0,0.17304909281020453,-0.22960650251709322,0.05655740970688972
116.0,-0.22144258772941866,-0.32000244606388334,0.5414450337932998
117.0,0.0786304125124323,-0.1251355974903578,0.046505184977926405
118.0,0.01813751077841983,0.06457331610136413,-0.08271082687978454
119.0,-0.11453701429317019,-0.18672807420808443,0.3012650885012556
120.0,0.0013510401879687473,0.14217362983666842,-0.14352467002463673
121.0,-0.09463114228464037,-0.7502133776607766,0.8448445199454138
122.0,0.14234018149471767,0.5344444111844716,-0.6767845926791877
123.0,0.01157914531148512,-0.04078701800818458,0.02920787269670047
124.0,-0.0029100220547942026,0.297748808266518,-0.2948387862117244
